seller_id,seller_name,seller_city,seller_state,seller_signup_date,primary_category,seller_rating,seller_tier
SELR000833,Kumar Fabric Traders,Kanpur,Uttar Pradesh,2022-10-27,Fashion,4.3,Medium
SELR000834,Brar Kitchen Wholesale,Mumbai,Maharashtra,2023-12-04,Home & Kitchen,4.2,Medium
SELR000835,Gadget Enterprises,Bengaluru,Karnataka,2023-07-08,Electronics,3.1,Low
SELR000836,Kohli Textiles,Bengaluru,Karnataka,2023-02-26,Books,3.6,Medium
SELR000837,Dhillon Solutions,Bikaner,Rajasthan,2022-11-23,Toys & Baby Products,3.8,Low
SELR000838,Halder Impex,Pune,Maharashtra,2025-04-05,Electronics,4.0,Low
SELR000839,Ganguly Radiance Marketing,Kolkata,West Bengal,2024-06-09,Beauty & Personal Care,4.1,Medium
SELR000840,Chakraborty Bookish Stores,Ahmedabad,Gujarat,2024-09-04,Books,3.8,Medium
SELR000841,Shah Vogue Hub,Kota,Rajasthan,2022-11-21,Fashion,4.1,High
SELR000842,Malhotra Scroll Distributors,Bhopal,Madhya Pradesh,2023-08-03,Books,4.9,Low
SELR000843,Iyengar Bella Junction,Dhanbad,Jharkhand,2024-06-16,Beauty & Personal Care,4.1,Medium
SELR000844,Tiny Creations,Pune,Maharashtra,2024-03-02,Toys & Baby Products,3.4,Medium
SELR000845,Negi Toon Overseas,Mumbai,Maharashtra,2024-09-09,Toys & Baby Products,5.0,High
SELR000846,Rastogi Digital Creations,Indore,Madhya Pradesh,2024-08-11,Electronics,3.9,Low
SELR000847,Rathore House,Kolkata,West Bengal,2023-10-24,Home & Kitchen,3.5,Medium
SELR000848,Rawat Pure Impex,Madurai,Tamil Nadu,2024-12-18,Beauty & Personal Care,4.0,Medium
SELR000849,Vogue Textiles,Udaipur,Rajasthan,2023-05-01,Fashion,4.3,High
SELR000850,Trend Point,Lucknow,Uttar Pradesh,2022-10-09,Fashion,3.5,Low
SELR000851,Rana Little Trading Co,Belagavi,Karnataka,2025-05-16,Toys & Baby Products,4.1,Medium
SELR000852,Bansal Byte Industries,Indore,Madhya Pradesh,2022-08-04,Electronics,4.4,Medium
SELR000853,Home Hub,Chennai,Tamil Nadu,2023-05-29,Home & Kitchen,3.1,Low
SELR000854,Organic Stores,Surat,Gujarat,2022-11-17,Grocery,2.6,Low
SELR000855,Joshi Trend Marketing,Delhi,Delhi,2023-03-31,Fashion,4.0,Medium
SELR000856,Pandey Impex,Madurai,Tamil Nadu,2023-10-03,Home & Kitchen,3.9,Medium
SELR000857,Solanki Playful Emporium,Mumbai,Maharashtra,2022-12-04,Toys & Baby Products,3.3,Low
SELR000858,Arora Nest Enterprises,Pune,Maharashtra,2023-12-24,Home & Kitchen,4.1,Low
SELR000859,Dhar Trading Co,Bhopal,Madhya Pradesh,2025-06-01,Electronics,4.1,Medium
SELR000860,Circuit Junction,Delhi,Delhi,2022-12-12,Electronics,4.7,Medium
SELR000861,Solanki Junction,Mumbai,Maharashtra,2025-05-31,Toys & Baby Products,3.5,Low
SELR000862,Kumar Vogue Hub,Ludhiana,Punjab,2023-10-21,Fashion,4.7,Low
SELR000863,Mukherjee Industries,Mumbai,Maharashtra,2024-05-15,Home & Kitchen,3.2,Low
SELR000864,Raina Volt Traders,Lucknow,Uttar Pradesh,2023-11-25,Electronics,3.9,Medium
SELR000865,Jain Nest Enterprises,Ahmedabad,Gujarat,2023-07-05,Home & Kitchen,4.4,High
SELR000866,Dey Traders,Chennai,Tamil Nadu,2022-11-11,Toys & Baby Products,4.0,Low
SELR000867,Kitchen Ventures,Hyderabad,Telangana,2024-05-16,Home & Kitchen,3.5,Low
SELR000868,Biswas Emporium,Bhubaneswar,Odisha,2025-05-19,Toys & Baby Products,4.4,Low
SELR000869,Threads Global,Gorakhpur,Uttar Pradesh,2024-02-23,Fashion,4.5,High
SELR000870,Living Bazaar,Bengaluru,Karnataka,2024-05-23,Home & Kitchen,4.1,Medium
SELR000871,Kumar Daily Electricals,Patiala,Punjab,2024-07-12,Grocery,3.8,Low
SELR000872,Rawat Electricals,Vadodara,Gujarat,2023-09-25,Home & Kitchen,4.5,High
SELR000873,Reddy Trend House,Coimbatore,Tamil Nadu,2022-11-24,Fashion,3.8,Low
SELR000874,Dey Harvest Global,Agra,Uttar Pradesh,2024-02-07,Grocery,4.0,Medium
SELR000875,Comfort Junction,Ludhiana,Punjab,2025-03-26,Home & Kitchen,3.7,Low
SELR000876,Halder Collection,Raipur,Chhattisgarh,2023-07-03,Beauty & Personal Care,3.4,Low
SELR000877,Parmar Creations,Lucknow,Uttar Pradesh,2025-03-29,Toys & Baby Products,4.0,Medium
SELR000878,Raina Vogue Emporium,Nagpur,Maharashtra,2025-03-09,Fashion,3.9,Medium
SELR000879,Sethi Hub,Ahmedabad,Gujarat,2023-04-15,Fashion,3.6,Medium
SELR000880,Ahluwalia Emporium,Mumbai,Maharashtra,2024-04-25,Electronics,3.9,Medium
SELR000881,Rao Mart,Kochi,Kerala,2024-11-08,Home & Kitchen,3.9,Medium
SELR000882,Kaul Style Junction,Delhi,Delhi,2024-01-25,Fashion,3.8,Medium
SELR000883,Wani Collection,Pune,Maharashtra,2024-09-14,Sports & Fitness,3.8,Low
SELR000884,Fabric House,Mumbai,Maharashtra,2025-05-13,Fashion,3.3,Medium
SELR000885,Athletic Mart,Hyderabad,Telangana,2024-06-24,Sports & Fitness,3.3,Medium
SELR000886,Chandra Overseas,Chandigarh,Chandigarh,2025-02-19,Fashion,4.0,Medium
SELR000887,Bisht Style Stores,Chandigarh,Chandigarh,2025-01-08,Fashion,4.0,Medium
SELR000888,Weave Industries,Noida,Uttar Pradesh,2025-01-21,Fashion,4.4,High
SELR000889,Sport Global,Mumbai,Maharashtra,2025-03-07,Sports & Fitness,3.8,Medium
SELR000890,Kitchen Stores,Noida,Uttar Pradesh,2023-03-24,Home & Kitchen,3.7,Medium
SELR000891,Kitchen Point,Kolkata,West Bengal,2022-07-30,Home & Kitchen,4.0,Medium
SELR000892,Bose Harvest Marketing,Varanasi,Uttar Pradesh,2022-12-31,Grocery,3.9,Low
SELR000893,Bella Trading Co,Patna,Bihar,2023-04-20,Beauty & Personal Care,4.5,Medium
SELR000894,Pillai Distributors,Surat,Gujarat,2024-09-03,Fashion,4.8,High
SELR000895,Bhan Emporium,Surat,Gujarat,2024-02-11,Toys & Baby Products,3.4,Low
SELR000896,Weave Collection,Panipat,Haryana,2023-12-26,Fashion,4.1,Low
SELR000897,Bhat Gadget Mart,Bhubaneswar,Odisha,2022-07-20,Electronics,3.9,Medium
SELR000898,Nest Creations,Surat,Gujarat,2024-08-27,Home & Kitchen,4.2,Medium
SELR000899,Digital Emporium,Lucknow,Uttar Pradesh,2023-08-29,Electronics,4.2,Medium
SELR000900,Kumar Retail,Delhi,Delhi,2024-11-23,Fashion,4.3,Medium
SELR000901,Naidu Traders,Solapur,Maharashtra,2022-11-15,Books,4.1,Medium
SELR000902,Mukherjee Global,Ahmedabad,Gujarat,2023-06-11,Electronics,4.1,Medium
SELR000903,Grain House,Chennai,Tamil Nadu,2022-09-10,Grocery,4.5,High
SELR000904,Sen Enterprises,Margao,Goa,2023-05-30,Toys & Baby Products,3.8,Medium
SELR000905,Ahluwalia Bella Overseas,Varanasi,Uttar Pradesh,2025-05-27,Beauty & Personal Care,4.9,Low
SELR000906,Biswas Sport Retail,Delhi,Delhi,2024-01-20,Sports & Fitness,4.7,Medium
SELR000907,Bose Sport Stores,Delhi,Delhi,2023-11-23,Sports & Fitness,4.4,Medium
SELR000908,Bhat Tiny Emporium,Delhi,Delhi,2023-05-17,Toys & Baby Products,4.5,High
SELR000909,Wani Enterprises,Vadodara,Gujarat,2023-05-07,Fashion,4.3,Medium
SELR000910,Kapoor Trading Co,Mumbai,Maharashtra,2024-08-08,Fashion,3.7,Medium
SELR000911,Deshmukh Nest Impex,Salem,Tamil Nadu,2025-08-06,Home & Kitchen,2.9,Low
SELR000912,Sharma Pure Mart,Tiruchirappalli,Tamil Nadu,2024-11-07,Beauty & Personal Care,3.6,Low
SELR000913,Vaghela Vogue Enterprises,Indore,Madhya Pradesh,2024-10-27,Fashion,2.6,Low
SELR000914,Ahluwalia Bloom Emporium,Faridabad,Haryana,2023-12-30,Beauty & Personal Care,4.0,Low
SELR000915,Negi Enterprises,Pune,Maharashtra,2022-10-30,Electronics,2.7,Low
SELR000916,Playful Mart,Delhi,Delhi,2024-10-12,Toys & Baby Products,3.1,Low
SELR000917,Saxena Weave Emporium,Rajkot,Gujarat,2025-01-16,Fashion,4.6,High
SELR000918,Menon Traders,Mumbai,Maharashtra,2024-02-11,Electronics,4.7,High
SELR000919,Naidu Ventures,Mumbai,Maharashtra,2022-10-22,Electronics,4.1,Medium
SELR000920,Vogue Junction,Ahmedabad,Gujarat,2024-09-29,Fashion,4.1,Medium
SELR000921,Style House,Delhi,Delhi,2025-05-25,Fashion,4.0,High
SELR000922,Byte Mart,Noida,Uttar Pradesh,2023-03-23,Electronics,3.8,Low
SELR000923,Vogue Ventures,Agra,Uttar Pradesh,2023-01-07,Fashion,4.5,Medium
SELR000924,Threads Collection,Madurai,Tamil Nadu,2024-10-29,Fashion,3.6,Medium
SELR000925,Rastogi Comfort Textiles,Ghaziabad,Uttar Pradesh,2023-07-23,Home & Kitchen,3.9,Medium
SELR000926,Home Mart,Gwalior,Madhya Pradesh,2024-10-02,Home & Kitchen,4.3,Medium
SELR000927,Ghosh Wholesale,Gurugram,Haryana,2024-09-18,Fashion,4.0,Medium
SELR000928,Hegde Vogue Creations,Aligarh,Uttar Pradesh,2023-05-09,Fashion,3.8,Low
SELR000929,Digital Mart,Surat,Gujarat,2022-08-27,Electronics,4.4,Medium
SELR000930,Reddy Enterprises,Hyderabad,Telangana,2024-04-03,Electronics,2.0,Low
SELR000931,Iyengar Creations,Solapur,Maharashtra,2023-10-17,Fashion,3.8,Medium
SELR000932,Page Global,Pune,Maharashtra,2025-03-11,Books,4.1,Medium
SELR000933,Kiddo Emporium,Delhi,Delhi,2023-08-22,Toys & Baby Products,3.6,Medium
SELR000934,Tiny Ventures,Chennai,Tamil Nadu,2023-04-20,Toys & Baby Products,2.9,Low
SELR000935,Menon Comfort Textiles,Kolkata,West Bengal,2025-03-16,Home & Kitchen,3.4,Low
SELR000936,Reddy Textiles,Kolkata,West Bengal,2024-10-26,Beauty & Personal Care,4.0,Medium
SELR000937,Naidu Junction,Nagpur,Maharashtra,2024-06-13,Fashion,3.7,Low
SELR000938,Chatterjee Read Trading Co,Udaipur,Rajasthan,2025-07-01,Books,4.7,High
SELR000939,Agnihotri Bookish Retail,Pune,Maharashtra,2024-12-18,Books,4.1,Low
SELR000940,Chandra Textiles,Kanpur,Uttar Pradesh,2025-03-23,Grocery,4.7,High
SELR000941,Sharma Kiddo Retail,Ahmedabad,Gujarat,2025-01-05,Toys & Baby Products,3.3,Medium
SELR000942,Khanna Marketing,Jodhpur,Rajasthan,2023-10-10,Home & Kitchen,3.8,Low
SELR000943,Scroll Traders,Bengaluru,Karnataka,2022-09-19,Books,3.3,Medium
SELR000944,Mukherjee Organic Point,Mumbai,Maharashtra,2024-06-01,Grocery,4.1,Medium
SELR000945,Dey Creations,Surat,Gujarat,2024-11-27,Fashion,3.4,Medium
SELR000946,Rathore Wholesale,Visakhapatnam,Andhra Pradesh,2025-08-13,Toys & Baby Products,4.0,Medium
SELR000947,Agarwal Digital Point,Mysuru,Karnataka,2024-08-25,Electronics,2.7,Low
SELR000948,Pandey Hub,Vadodara,Gujarat,2024-04-18,Toys & Baby Products,2.6,Low
SELR000949,Shah Scroll Emporium,Guwahati,Assam,2024-04-26,Books,3.4,Low
SELR000950,Tech Industries,Gurugram,Haryana,2022-11-18,Electronics,4.1,Medium
SELR000951,Jadhav Sport Creations,Delhi,Delhi,2022-07-18,Sports & Fitness,3.7,Medium
SELR000952,Chandel Ventures,Mumbai,Maharashtra,2022-08-30,Electronics,3.6,Medium
SELR000953,Khanna Industries,Delhi,Delhi,2025-05-06,Books,4.0,Medium
SELR000954,Bookish Ventures,Ahmedabad,Gujarat,2024-12-26,Books,4.4,Medium
SELR000955,Bisht Pure Enterprises,Surat,Gujarat,2023-05-02,Beauty & Personal Care,3.6,Low
SELR000956,Hegde Textiles,Kolkata,West Bengal,2023-11-04,Grocery,3.6,Low
SELR000957,Circuit Global,Bhopal,Madhya Pradesh,2024-01-12,Electronics,4.0,Low
SELR000958,Bhagat Bazaar,Lucknow,Uttar Pradesh,2023-04-17,Fashion,3.2,Medium
SELR000959,Pillai Overseas,Visakhapatnam,Andhra Pradesh,2023-11-03,Home & Kitchen,3.7,Medium
SELR000960,Thakur Creations,Kochi,Kerala,2023-08-10,Electronics,3.7,Medium
SELR000961,Tiwari Emporium,Ahmedabad,Gujarat,2024-09-09,Home & Kitchen,4.0,Medium
SELR000962,Fabric Ventures,Kolkata,West Bengal,2024-11-19,Fashion,3.9,Medium
SELR000963,Kitchen Solutions,Patna,Bihar,2022-10-30,Home & Kitchen,4.2,High
SELR000964,Pillai Kitchen Enterprises,Vadodara,Gujarat,2023-12-22,Home & Kitchen,4.5,High
SELR000965,Organic Wholesale,Ahmedabad,Gujarat,2025-08-13,Grocery,3.8,Low
SELR000966,Gill Fabric Ventures,Ahmedabad,Gujarat,2025-03-26,Fashion,4.2,Medium
SELR000967,Jain Little Point,Ludhiana,Punjab,2024-12-30,Toys & Baby Products,3.8,Low
SELR000968,Halder House,Coimbatore,Tamil Nadu,2024-10-24,Home & Kitchen,3.9,Medium
SELR000969,Negi Bazaar,Bengaluru,Karnataka,2022-07-14,Fashion,4.1,Medium
SELR000970,Sharma Global,Jaipur,Rajasthan,2025-07-24,Home & Kitchen,4.3,Medium
SELR000971,Hearth Textiles,Prayagraj,Uttar Pradesh,2024-10-25,Home & Kitchen,3.8,Medium
SELR000972,Weave Collection,Delhi,Delhi,2025-04-17,Fashion,4.3,High
SELR000973,Comfort Stores,Bareilly,Uttar Pradesh,2025-05-11,Home & Kitchen,5.0,High
SELR000974,Vogue Electricals,Bengaluru,Karnataka,2023-04-26,Fashion,2.8,Low
SELR000975,Agnihotri Threads Enterprises,Surat,Gujarat,2022-07-25,Fashion,4.6,Medium
SELR000976,Reddy Bella Impex,Noida,Uttar Pradesh,2024-07-30,Beauty & Personal Care,3.5,Medium
SELR000977,Nest Creations,Delhi,Delhi,2023-12-15,Home & Kitchen,3.9,Medium
SELR000978,Grain Emporium,Kozhikode,Kerala,2022-08-02,Grocery,3.7,Medium
SELR000979,Bansal Trend Industries,Jaipur,Rajasthan,2023-05-14,Fashion,4.8,Medium
SELR000980,Mukherjee Emporium,Bikaner,Rajasthan,2025-08-12,Toys & Baby Products,3.8,Medium
SELR000981,Scroll Traders,Pune,Maharashtra,2023-08-28,Books,2.7,Low
SELR000982,Ghosh Traders,Jalandhar,Punjab,2023-05-03,Toys & Baby Products,3.6,Low
SELR000983,Tiwari Organic Global,Jamshedpur,Jharkhand,2024-07-25,Grocery,3.8,Low
SELR000984,Das Solutions,Indore,Madhya Pradesh,2024-08-05,Fashion,3.9,Medium
SELR000985,Kohli Bella Stores,Hyderabad,Telangana,2023-07-23,Beauty & Personal Care,4.0,Medium
SELR000986,Style Point,Nashik,Maharashtra,2025-03-04,Fashion,3.5,Low
SELR000987,Brar Grain Hub,Indore,Madhya Pradesh,2024-05-01,Grocery,4.0,Medium
SELR000988,Chatterjee Bella Mart,Solapur,Maharashtra,2023-01-08,Beauty & Personal Care,4.2,High
SELR000989,Vogue Stores,Jaipur,Rajasthan,2023-07-15,Fashion,4.4,Medium
SELR000990,Joy Global,Chennai,Tamil Nadu,2025-03-02,Toys & Baby Products,2.8,Low
SELR000991,Chopra Industries,Bengaluru,Karnataka,2022-10-19,Electronics,3.9,Medium
SELR000992,Ganguly Marketing,Ludhiana,Punjab,2022-07-23,Beauty & Personal Care,3.5,Low
SELR000993,Wani Athletic Ventures,Hubballi,Karnataka,2024-07-27,Sports & Fitness,3.4,Low
SELR000994,Volt Trading Co,Delhi,Delhi,2023-11-25,Electronics,4.3,Medium
SELR000995,Rana Marketing,Rajkot,Gujarat,2023-04-24,Beauty & Personal Care,2.8,Low
SELR000996,Pal Creations,Cuttack,Odisha,2023-12-30,Grocery,3.6,Medium
SELR000997,Volt Stores,Mumbai,Maharashtra,2023-02-04,Electronics,3.9,Medium
SELR000998,Solanki Comfort Traders,Mumbai,Maharashtra,2023-09-09,Home & Kitchen,4.8,High
SELR000999,Sethi Vogue Mart,Nashik,Maharashtra,2023-04-02,Fashion,3.3,Low
SELR001000,Power Overseas,Coimbatore,Tamil Nadu,2024-05-08,Sports & Fitness,4.5,Medium
SELR001001,Reddy Volt Collection,Mumbai,Maharashtra,2024-08-15,Electronics,4.9,High
SELR001002,Joy Ventures,Meerut,Uttar Pradesh,2025-05-17,Toys & Baby Products,4.4,Medium
SELR001003,Poojary Collection,Kanpur,Uttar Pradesh,2022-09-25,Toys & Baby Products,4.3,High
SELR001004,Style Ventures,Guntur,Andhra Pradesh,2023-07-17,Fashion,4.1,Medium
SELR001005,Roy Emporium,Jammu,Jammu And Kashmir,2023-05-07,Fashion,4.1,Medium
SELR001006,Ganguly Ventures,Ranchi,Jharkhand,2024-04-30,Beauty & Personal Care,4.2,Medium
SELR001007,Parmar Sport Marketing,Kanpur,Uttar Pradesh,2024-03-08,Sports & Fitness,3.5,Low
SELR001008,Yadav Solutions,Chennai,Tamil Nadu,2025-04-05,Home & Kitchen,3.7,Medium
SELR001009,Fabric Retail,Surat,Gujarat,2025-05-22,Fashion,3.4,Low
SELR001010,Reddy Volt Impex,Mumbai,Maharashtra,2024-12-07,Electronics,4.6,Medium
SELR001011,Mehta Traders,Kochi,Kerala,2023-02-21,Toys & Baby Products,3.8,Medium
SELR001012,Rana Distributors,Bengaluru,Karnataka,2022-08-25,Home & Kitchen,3.4,Medium
SELR001013,Negi Farm Solutions,Kanpur,Uttar Pradesh,2025-04-30,Grocery,4.2,Medium
SELR001014,Mandal Creations,Delhi,Delhi,2025-06-18,Home & Kitchen,3.9,Low
SELR001015,Kiddo Textiles,Pune,Maharashtra,2023-04-21,Toys & Baby Products,4.0,Medium
SELR001016,Circuit Global,Chennai,Tamil Nadu,2022-09-01,Electronics,4.2,Medium
SELR001017,Rao Circuit Enterprises,Faridabad,Haryana,2024-08-23,Electronics,3.8,Medium
SELR001018,Rathore Kiddo Collection,Thiruvananthapuram,Kerala,2024-05-11,Toys & Baby Products,3.5,Low
SELR001019,Ganguly Retail,Delhi,Delhi,2025-04-18,Toys & Baby Products,3.9,High
SELR001020,Bhatt Distributors,Aligarh,Uttar Pradesh,2024-04-25,Fashion,4.5,Medium
SELR001021,Fabric Enterprises,Moradabad,Uttar Pradesh,2024-11-22,Fashion,3.2,Low
SELR001022,Malhotra Trading Co,Ahmedabad,Gujarat,2024-12-22,Home & Kitchen,3.8,Low
SELR001023,Comfort Point,Kochi,Kerala,2022-07-21,Home & Kitchen,3.7,Low
SELR001024,Nair Weave Point,Gurugram,Haryana,2022-12-26,Fashion,4.0,Medium
SELR001025,Bose Playful Emporium,Bengaluru,Karnataka,2024-12-15,Toys & Baby Products,3.6,Medium
SELR001026,Rastogi Vogue Enterprises,Nagpur,Maharashtra,2023-01-30,Fashion,3.5,Medium
SELR001027,Khanna Power Distributors,Mumbai,Maharashtra,2023-03-01,Sports & Fitness,3.1,Low
SELR001028,Naidu Impex,Jammu,Jammu And Kashmir,2024-11-13,Electronics,4.2,Medium
SELR001029,Pal Gadget Junction,Jamshedpur,Jharkhand,2023-02-28,Electronics,3.6,Low
SELR001030,Fit Junction,Jodhpur,Rajasthan,2022-12-27,Sports & Fitness,4.1,Medium
SELR001031,Verma Fabric Industries,Bhopal,Madhya Pradesh,2022-07-25,Fashion,4.1,Medium
SELR001032,Power Enterprises,Indore,Madhya Pradesh,2023-12-27,Sports & Fitness,3.8,Low
SELR001033,Digital Impex,Thrissur,Kerala,2024-07-04,Electronics,4.2,Medium
SELR001034,Sood Toon Stores,Chennai,Tamil Nadu,2024-10-21,Toys & Baby Products,3.6,Low
SELR001035,Sandhu Electricals,Mumbai,Maharashtra,2025-05-07,Books,3.9,Medium
SELR001036,Brar Grain Stores,Bhopal,Madhya Pradesh,2024-07-21,Grocery,4.2,Medium
SELR001037,Kamath Circuit Creations,Ahmedabad,Gujarat,2024-11-18,Electronics,3.9,Medium
SELR001038,Weave Creations,Ahmedabad,Gujarat,2023-03-07,Fashion,4.0,Medium
SELR001039,Thakur Impex,Delhi,Delhi,2023-08-02,Home & Kitchen,4.3,Medium
SELR001040,Pure House,Vadodara,Gujarat,2023-06-21,Beauty & Personal Care,4.6,High
SELR001041,Malhotra Vogue Industries,Chennai,Tamil Nadu,2022-09-22,Fashion,4.3,High
SELR001042,Rawat Digital Global,Hyderabad,Telangana,2025-07-18,Electronics,4.4,Medium
SELR001043,Verma Nest Point,Delhi,Delhi,2023-04-11,Home & Kitchen,4.0,Medium
SELR001044,Pillai Style Textiles,Kolkata,West Bengal,2023-12-03,Fashion,3.9,Medium
SELR001045,Sood Living Retail,Jammu,Jammu And Kashmir,2023-08-20,Home & Kitchen,4.2,High
SELR001046,Weave Retail,Ahmedabad,Gujarat,2022-08-29,Fashion,3.9,Medium
SELR001047,Weave Industries,Visakhapatnam,Andhra Pradesh,2025-05-04,Fashion,3.5,Medium
SELR001048,Pure Mart,Bhubaneswar,Odisha,2023-03-17,Beauty & Personal Care,4.3,Low
SELR001049,Home Stores,Ahmedabad,Gujarat,2022-11-01,Home & Kitchen,4.5,Low
SELR001050,Patel Vogue Stores,Jodhpur,Rajasthan,2023-08-04,Fashion,4.2,Medium
SELR001051,Menon Trading Co,Nashik,Maharashtra,2022-12-20,Beauty & Personal Care,4.5,Medium
SELR001052,Halder Page Marketing,Bhopal,Madhya Pradesh,2025-08-22,Books,3.7,High
SELR001053,Sethi Retail,Delhi,Delhi,2023-02-10,Home & Kitchen,4.8,Medium
SELR001054,Sandhu Bloom Ventures,Delhi,Delhi,2023-06-20,Beauty & Personal Care,4.6,High
SELR001055,Rana Kiddo Creations,Imphal,Manipur,2023-05-15,Toys & Baby Products,3.5,Medium
SELR001056,Poojary Wholesale,Thiruvananthapuram,Kerala,2022-08-09,Beauty & Personal Care,3.8,Medium
SELR001057,Joy Impex,Tiruchirappalli,Tamil Nadu,2022-07-24,Toys & Baby Products,3.0,Low
SELR001058,Pillai Collection,Warangal,Telangana,2024-02-14,Books,4.2,Medium
SELR001059,Chandra Bazaar,Delhi,Delhi,2023-04-01,Electronics,3.7,Medium
SELR001060,Home Impex,Mysuru,Karnataka,2022-10-13,Home & Kitchen,3.6,Low
SELR001061,Reddy Athletic Hub,Jaipur,Rajasthan,2023-06-07,Sports & Fitness,3.2,Low
SELR001062,Kiddo Textiles,Thiruvananthapuram,Kerala,2023-05-18,Toys & Baby Products,3.8,Medium
SELR001063,Bajwa Living Junction,Delhi,Delhi,2023-11-05,Home & Kitchen,4.3,Medium
SELR001064,Agarwal Volt Impex,Pune,Maharashtra,2025-08-14,Electronics,4.2,Medium
SELR001065,Desai Emporium,Vijayawada,Andhra Pradesh,2023-06-24,Beauty & Personal Care,4.4,Medium
SELR001066,Digital Stores,Mysuru,Karnataka,2024-09-20,Electronics,3.5,Low
SELR001067,Read Junction,Faridabad,Haryana,2024-12-02,Books,4.4,Medium
SELR001068,Wani Home Overseas,Pune,Maharashtra,2022-09-05,Home & Kitchen,3.5,Medium
SELR001069,Rathore Power Impex,Ahmedabad,Gujarat,2024-02-01,Sports & Fitness,4.7,High
SELR001070,Organic Distributors,Panipat,Haryana,2023-12-03,Grocery,3.6,Medium
SELR001071,Pure Mart,Jaipur,Rajasthan,2024-02-08,Beauty & Personal Care,4.0,Low
SELR001072,Sood Pure Emporium,Jaipur,Rajasthan,2023-01-21,Beauty & Personal Care,4.4,Medium
SELR001073,Reddy Overseas,Indore,Madhya Pradesh,2023-12-22,Books,3.8,Medium
SELR001074,Fresh Marketing,Gurugram,Haryana,2022-11-27,Grocery,2.8,Low
SELR001075,Lone Trading Co,Indore,Madhya Pradesh,2025-06-22,Grocery,3.5,Low
SELR001076,Tech Global,Noida,Uttar Pradesh,2024-05-09,Electronics,4.2,Medium
SELR001077,Pure Hub,Jodhpur,Rajasthan,2022-08-18,Beauty & Personal Care,3.8,Medium
SELR001078,Style Hub,Kollam,Kerala,2024-02-06,Fashion,3.8,Medium
SELR001079,Farm Global,Salem,Tamil Nadu,2025-05-31,Grocery,3.5,Medium
SELR001080,Patel Mart,Bhopal,Madhya Pradesh,2024-11-02,Sports & Fitness,3.8,Medium
SELR001081,Dhar Home Traders,Jaipur,Rajasthan,2023-05-17,Home & Kitchen,4.4,Medium
SELR001082,Bhan Hub,Agra,Uttar Pradesh,2025-04-22,Fashion,3.7,Low
SELR001083,Sethi Fabric Electricals,Jabalpur,Madhya Pradesh,2023-02-06,Fashion,3.7,Low
SELR001084,Rana Active Point,Bhopal,Madhya Pradesh,2023-04-17,Sports & Fitness,3.0,Low
SELR001085,Dey Point,Ludhiana,Punjab,2023-01-02,Fashion,2.7,Low
SELR001086,Kohli Byte Enterprises,Vijayawada,Andhra Pradesh,2025-05-27,Electronics,3.6,Low
SELR001087,Shetty Toon Impex,Visakhapatnam,Andhra Pradesh,2024-10-04,Toys & Baby Products,3.2,Low
SELR001088,Bookish House,Vijayawada,Andhra Pradesh,2024-02-20,Books,4.4,Low
SELR001089,Kamath Threads Textiles,Hyderabad,Telangana,2024-08-09,Fashion,3.5,Medium
SELR001090,Nair Solutions,Surat,Gujarat,2023-05-01,Fashion,4.8,Medium
SELR001091,Chandra Solutions,Vadodara,Gujarat,2022-09-28,Toys & Baby Products,4.1,Medium
SELR001092,Active Enterprises,Delhi,Delhi,2025-02-28,Sports & Fitness,3.9,Medium
SELR001093,Chakraborty Retail,Bareilly,Uttar Pradesh,2025-07-13,Beauty & Personal Care,4.3,Medium
SELR001094,Ahluwalia Vogue Impex,Ghaziabad,Uttar Pradesh,2022-08-19,Fashion,4.2,Medium
SELR001095,Bhat Threads Impex,Bengaluru,Karnataka,2022-09-06,Fashion,4.5,Medium
SELR001096,Dutta Byte Retail,Raipur,Chhattisgarh,2024-04-07,Electronics,3.8,Medium
SELR001097,Iyengar Distributors,Varanasi,Uttar Pradesh,2022-08-28,Sports & Fitness,4.1,Medium
SELR001098,Chandel Byte Retail,Bhubaneswar,Odisha,2024-10-09,Electronics,3.6,Low
SELR001099,Kaul Creations,Gurugram,Haryana,2025-06-21,Electronics,2.7,Low
SELR001100,Arora Stores,Bareilly,Uttar Pradesh,2023-05-25,Sports & Fitness,4.0,Medium
SELR001101,Negi Playful Junction,Noida,Uttar Pradesh,2023-06-10,Toys & Baby Products,4.1,High
SELR001102,Bhatt Read Global,Bhopal,Madhya Pradesh,2025-03-20,Books,3.9,Medium
SELR001103,Bhattacharya Hub,Delhi,Delhi,2023-08-20,Home & Kitchen,3.6,Low
SELR001104,Sandhu Living Junction,Coimbatore,Tamil Nadu,2023-04-09,Home & Kitchen,3.6,Low
SELR001105,Halder Hub,Varanasi,Uttar Pradesh,2022-10-14,Home & Kitchen,5.0,High
SELR001106,Rao Weave Junction,Bhopal,Madhya Pradesh,2025-02-21,Fashion,3.9,Low
SELR001107,Ganguly Overseas,Surat,Gujarat,2025-05-30,Beauty & Personal Care,4.2,High
SELR001108,Pal Creations,Ranchi,Jharkhand,2022-10-07,Home & Kitchen,4.2,Medium
SELR001109,Bella Collection,Visakhapatnam,Andhra Pradesh,2025-01-10,Beauty & Personal Care,3.8,Low
SELR001110,Sethi Emporium,Pune,Maharashtra,2023-01-08,Toys & Baby Products,4.0,Medium
