return_id,order_id,order_item_id,return_date,return_reason,return_status,refund_amount
RTRN005699,ORDR086804,,2025-10-26,Quality issue,Refunded,55120.48
RTRN005700,ORDR086846,,2025-10-31,Quality issue,Refunded,676.93
RTRN005701,ORDR086848,,2025-10-29,Size issue,Refunded,601.09
RTRN005702,ORDR086888,,2025-11-02,Product not as described,Refunded,1755.89
RTRN005703,ORDR086902,,2025-10-31,Wrong product,Refunded,621.76
RTRN005704,ORDR086911,,2025-11-09,Product not as described,Refunded,15099.22
RTRN005705,ORDR086912,,2025-11-10,Size issue,Refunded,594.48
RTRN005706,ORDR086920,,2025-11-08,Product not as described,Refunded,13627.93
RTRN005707,ORDR086934,,2025-11-03,Customer changed mind,Refunded,5375.41
RTRN005708,ORDR086940,,2025-11-07,Size issue,Refunded,4429.79
RTRN005709,ORDR086959,,2025-11-05,Quality issue,Refunded,18825.15
RTRN005710,ORDR086968,,2025-11-06,Customer changed mind,Rejected,2958.42
RTRN005711,ORDR086969,,2025-11-03,Size issue,Refunded,2595.62
RTRN005712,ORDR086971,,2025-11-08,Product not as described,Refunded,68663.58
RTRN005713,ORDR086975,,2025-10-30,Wrong product,Refunded,199.83
RTRN005714,ORDR086977,,2025-11-06,Wrong product,Refunded,2246.76
RTRN005715,ORDR086978,,2025-10-25,Damaged product,Rejected,1016.01
RTRN005716,ORDR086994,,2025-11-07,Wrong product,Refunded,960.82
RTRN005717,ORDR087012,,2025-10-31,Product not as described,Rejected,2284.7
RTRN005718,ORDR087022,,2025-11-09,Customer changed mind,Refunded,4330.64
RTRN005719,ORDR087046,,2025-11-07,Customer changed mind,Rejected,1122.81
RTRN005720,ORDR087073,,2025-10-31,Customer changed mind,Rejected,3679.86
RTRN005721,ORDR087074,,2025-11-12,Damaged product,Rejected,1565.56
RTRN005722,ORDR087078,,2025-11-02,Damaged product,Refunded,9316.9
RTRN005723,ORDR087080,,2025-10-25,Product not as described,Rejected,41200.55
RTRN005724,ORDR087106,,2025-11-06,Quality issue,Refunded,7659.88
RTRN005725,ORDR087169,,2025-11-05,Wrong product,Rejected,3074.67
RTRN005726,ORDR087184,,2025-10-31,Customer changed mind,Refunded,558.75
RTRN005727,ORDR087186,,2025-11-07,Damaged product,Refunded,2403.55
RTRN005728,ORDR087191,,2025-10-31,Damaged product,Refunded,36796.44
RTRN005729,ORDR087197,,2025-11-05,Size issue,Refunded,2587.16
RTRN005730,ORDR087205,,2025-11-06,Product not as described,Refunded,834.94
RTRN005731,ORDR087222,,2025-10-27,Late delivery,Rejected,1853.09
RTRN005732,ORDR087229,,2025-11-07,Product not as described,Rejected,7844.51
RTRN005733,ORDR087255,,2025-11-08,Damaged product,Refunded,21430.92
RTRN005734,ORDR087256,,2025-11-06,Customer changed mind,Refunded,288.5
RTRN005735,ORDR087272,,2025-11-05,Quality issue,Refunded,5713.37
RTRN005736,ORDR087283,,2025-10-29,Quality issue,Refunded,13053.67
RTRN005737,ORDR087313,,2025-10-29,Quality issue,Rejected,54622.8
RTRN005738,ORDR087322,,2025-11-10,Damaged product,Refunded,29.53
RTRN005739,ORDR087348,,2025-11-02,Late delivery,Refunded,137380.64
RTRN005740,ORDR087359,,2025-11-05,Quality issue,Refunded,242.9
RTRN005741,ORDR087369,,2025-10-27,Product not as described,Refunded,2091.74
RTRN005742,ORDR087382,,2025-10-29,Wrong product,Rejected,1104.77
RTRN005743,ORDR087389,,2025-10-29,Customer changed mind,Refunded,2645.56
RTRN005744,ORDR087406,,2025-11-12,Quality issue,Refunded,89638.91
RTRN005745,ORDR087421,,2025-11-01,Late delivery,Refunded,479.2
RTRN005746,ORDR087428,,2025-11-06,Damaged product,Rejected,1090.24
RTRN005747,ORDR087444,,2025-11-11,Damaged product,Refunded,1527.87
RTRN005748,ORDR087476,,2025-11-06,Damaged product,Refunded,1886.31
RTRN005749,ORDR087478,,2025-11-04,Wrong product,Refunded,8183.72
RTRN005750,ORDR087486,,2025-11-04,Damaged product,Refunded,577.89
RTRN005751,ORDR087517,,2025-11-08,Quality issue,Refunded,4555.44
RTRN005752,ORDR087538,,2025-11-08,Wrong product,Refunded,335.94
RTRN005753,ORDR087542,,2025-11-07,Size issue,Refunded,3086.91
RTRN005754,ORDR087552,,2025-10-31,Customer changed mind,Refunded,1920.93
RTRN005755,ORDR087553,,2025-11-03,Customer changed mind,Refunded,248.42
RTRN005756,ORDR087568,,2025-11-04,Damaged product,Refunded,7419.81
RTRN005757,ORDR087583,,2025-11-06,Quality issue,Refunded,852.4
RTRN005758,ORDR087588,,2025-11-09,Product not as described,Refunded,39672.04
RTRN005759,ORDR087593,,2025-11-05,Customer changed mind,Rejected,635.05
RTRN005760,ORDR087608,,2025-11-03,Wrong product,Rejected,63273.32
RTRN005761,ORDR087614,,2025-10-30,Customer changed mind,Rejected,304.49
RTRN005762,ORDR087618,,2025-10-27,Late delivery,Refunded,1589.16
RTRN005763,ORDR087624,,2025-11-06,Late delivery,Rejected,17438.74
RTRN005764,ORDR087625,,2025-11-09,Quality issue,Refunded,12820.7
RTRN005765,ORDR087652,,2025-11-03,Size issue,Rejected,344.47
RTRN005766,ORDR087663,,2025-11-05,Damaged product,Rejected,1403.54
RTRN005767,ORDR087665,,2025-11-01,Damaged product,Refunded,18828.76
RTRN005768,ORDR087667,,2025-10-30,Quality issue,Refunded,18298.77
RTRN005769,ORDR087677,,2025-11-11,Quality issue,Rejected,3279.13
RTRN005770,ORDR087688,,2025-11-08,Damaged product,Refunded,20052.2
RTRN005771,ORDR087690,,2025-11-06,Quality issue,Refunded,39892.2
RTRN005772,ORDR087712,,2025-11-07,Customer changed mind,Refunded,24068.19
RTRN005773,ORDR087764,,2025-11-11,Wrong product,Rejected,2338.3
RTRN005774,ORDR087782,,2025-11-01,Damaged product,Refunded,6496.0
RTRN005775,ORDR087793,,2025-11-09,Damaged product,Refunded,2307.39
RTRN005776,ORDR087843,,2025-10-31,Quality issue,Refunded,2248.88
RTRN005777,ORDR087846,,2025-11-09,Product not as described,Rejected,556.31
RTRN005778,ORDR087862,,2025-11-03,Damaged product,Refunded,2420.63
RTRN005779,ORDR087864,,2025-11-03,Damaged product,Rejected,110.47
RTRN005780,ORDR087893,,2025-11-01,Size issue,Refunded,697.18
RTRN005781,ORDR087896,,2025-11-13,Quality issue,Refunded,29951.22
RTRN005782,ORDR087907,,2025-11-01,Size issue,Refunded,561.53
RTRN005783,ORDR087918,,2025-10-31,Customer changed mind,Refunded,8288.41
RTRN005784,ORDR087930,,2025-11-03,Damaged product,Rejected,6911.38
RTRN005785,ORDR087937,,2025-11-10,Damaged product,Rejected,170.19
RTRN005786,ORDR087947,,2025-10-30,Customer changed mind,Refunded,1687.73
RTRN005787,ORDR087972,,2025-11-02,Wrong product,Refunded,683.25
RTRN005788,ORDR087978,,2025-10-30,Quality issue,Refunded,913.27
RTRN005789,ORDR087987,,2025-11-03,Quality issue,Refunded,2623.53
RTRN005790,ORDR087999,,2025-10-26,Size issue,Refunded,5168.93
RTRN005791,ORDR088047,,2025-10-30,Quality issue,Rejected,37017.91
RTRN005792,ORDR088049,,2025-10-27,Damaged product,Rejected,975.96
RTRN005793,ORDR088052,,2025-11-04,Customer changed mind,Refunded,1505.61
RTRN005794,ORDR088053,,2025-11-05,Wrong product,Refunded,9104.39
RTRN005795,ORDR088055,,2025-10-29,Size issue,Refunded,5697.85
RTRN005796,ORDR088085,,2025-11-08,Customer changed mind,Refunded,652.9
RTRN005797,ORDR088090,,2025-10-30,Product not as described,Refunded,35717.77
RTRN005798,ORDR088107,,2025-10-31,Size issue,Refunded,2320.49
RTRN005799,ORDR088115,,2025-11-02,Late delivery,Rejected,3559.77
RTRN005800,ORDR088135,,2025-11-01,Wrong product,Rejected,28915.81
RTRN005801,ORDR088140,,2025-11-13,Quality issue,Refunded,941.3
RTRN005802,ORDR088152,,2025-11-05,Product not as described,Rejected,153.48
RTRN005803,ORDR088215,,2025-11-13,Product not as described,Refunded,13726.7
RTRN005804,ORDR088228,,2025-11-09,Size issue,Rejected,7696.61
RTRN005805,ORDR088238,,2025-11-09,Customer changed mind,Refunded,326.65
RTRN005806,ORDR088295,,2025-10-31,Quality issue,Refunded,4760.19
RTRN005807,ORDR088305,,2025-11-10,Damaged product,Refunded,371.96
RTRN005808,ORDR088315,,2025-11-13,Size issue,Refunded,8378.3
RTRN005809,ORDR088338,,2025-11-05,Customer changed mind,Refunded,20248.73
RTRN005810,ORDR088359,,2025-11-02,Size issue,Refunded,685.02
RTRN005811,ORDR088366,,2025-10-30,Damaged product,Refunded,5155.41
RTRN005812,ORDR088377,,2025-10-29,Wrong product,Rejected,3092.36
RTRN005813,ORDR088397,,2025-11-04,Product not as described,Refunded,40716.05
RTRN005814,ORDR088399,,2025-11-03,Size issue,Refunded,3774.49
RTRN005815,ORDR088414,,2025-11-08,Size issue,Refunded,3021.79
RTRN005816,ORDR088421,,2025-11-09,Size issue,Rejected,339.25
RTRN005817,ORDR088432,,2025-10-30,Quality issue,Refunded,6469.61
RTRN005818,ORDR088433,,2025-11-11,Quality issue,Refunded,534.66
RTRN005819,ORDR088439,,2025-11-06,Damaged product,Refunded,46556.34
RTRN005820,ORDR088443,,2025-11-06,Product not as described,Rejected,6931.29
RTRN005821,ORDR088451,,2025-10-30,Damaged product,Refunded,427.4
RTRN005822,ORDR088480,,2025-11-02,Size issue,Refunded,1456.38
RTRN005823,ORDR088506,,2025-10-30,Customer changed mind,Rejected,3538.13
RTRN005824,ORDR088522,,2025-10-29,Wrong product,Refunded,502.89
RTRN005825,ORDR088528,,2025-11-06,Wrong product,Refunded,875.56
RTRN005826,ORDR088551,,2025-11-07,Customer changed mind,Refunded,315.76
RTRN005827,ORDR088568,,2025-10-31,Product not as described,Refunded,16700.58
RTRN005828,ORDR088591,,2025-11-05,Wrong product,Refunded,5188.32
RTRN005829,ORDR088592,,2025-11-03,Damaged product,Refunded,745.85
RTRN005830,ORDR088594,,2025-11-05,Damaged product,Rejected,3216.92
RTRN005831,ORDR088607,,2025-11-08,Wrong product,Refunded,877.32
RTRN005832,ORDR088633,,2025-11-10,Damaged product,Refunded,2263.71
RTRN005833,ORDR088639,,2025-11-03,Wrong product,Refunded,1636.84
RTRN005834,ORDR088648,,2025-11-03,Quality issue,Refunded,339.4
RTRN005835,ORDR088653,,2025-11-02,Damaged product,Rejected,12448.78
RTRN005836,ORDR088665,,2025-11-10,Customer changed mind,Refunded,1815.05
RTRN005837,ORDR088668,,2025-11-02,Quality issue,Refunded,7218.23
RTRN005838,ORDR088672,,2025-11-04,Damaged product,Refunded,29953.96
RTRN005839,ORDR088705,,2025-11-09,Product not as described,Refunded,5990.51
RTRN005840,ORDR088723,,2025-11-11,Size issue,Refunded,551.08
RTRN005841,ORDR088742,,2025-11-03,Damaged product,Rejected,20588.7
RTRN005842,ORDR088750,,2025-11-06,Customer changed mind,Refunded,8596.48
RTRN005843,ORDR088765,,2025-11-12,Damaged product,Rejected,8231.41
RTRN005844,ORDR088768,,2025-11-01,Size issue,Refunded,452.95
RTRN005845,ORDR088776,,2025-11-10,Quality issue,Refunded,232.26
RTRN005846,ORDR088779,,2025-11-01,Late delivery,Refunded,536.37
RTRN005847,ORDR088790,,2025-11-13,Wrong product,Refunded,2710.01
RTRN005848,ORDR088799,,2025-11-10,Damaged product,Refunded,316.97
RTRN005849,ORDR088835,,2025-11-07,Customer changed mind,Refunded,63952.48
RTRN005850,ORDR088864,,2025-11-17,Wrong product,Refunded,981.96
RTRN005851,ORDR088870,,2025-11-10,Wrong product,Refunded,107.11
RTRN005852,ORDR088884,,2025-11-04,Damaged product,Refunded,11640.65
RTRN005853,ORDR088898,,2025-11-06,Customer changed mind,Rejected,2320.49
RTRN005854,ORDR088901,,2025-11-10,Product not as described,Refunded,837.34
RTRN005855,ORDR088905,,2025-11-12,Quality issue,Refunded,2040.07
RTRN005856,ORDR088948,,2025-10-30,Damaged product,Refunded,16573.64
RTRN005857,ORDR088949,,2025-11-12,Damaged product,Rejected,43706.47
RTRN005858,ORDR088958,,2025-11-11,Product not as described,Refunded,25088.23
RTRN005859,ORDR088973,,2025-11-04,Size issue,Refunded,8144.62
RTRN005860,ORDR088990,,2025-11-07,Quality issue,Refunded,20954.3
RTRN005861,ORDR089005,,2025-11-09,Quality issue,Refunded,3088.58
RTRN005862,ORDR089009,,2025-11-01,Wrong product,Refunded,16441.86
RTRN005863,ORDR089028,,2025-11-07,Wrong product,Refunded,507.98
RTRN005864,ORDR089040,,2025-11-10,Damaged product,Refunded,32912.94
RTRN005865,ORDR089069,,2025-11-02,Customer changed mind,Refunded,3226.24
RTRN005866,ORDR089086,,2025-11-08,Product not as described,Refunded,3104.3
RTRN005867,ORDR089118,,2025-10-29,Damaged product,Rejected,1228.74
RTRN005868,ORDR089176,,2025-11-03,Wrong product,Refunded,90010.76
RTRN005869,ORDR089194,,2025-11-10,Size issue,Rejected,7615.79
RTRN005870,ORDR089196,,2025-11-11,Damaged product,Rejected,316.19
RTRN005871,ORDR089216,,2025-11-17,Quality issue,Refunded,222.03
RTRN005872,ORDR089217,,2025-11-03,Size issue,Rejected,4872.14
RTRN005873,ORDR089250,,2025-11-05,Size issue,Refunded,2158.55
RTRN005874,ORDR089252,,2025-11-05,Product not as described,Refunded,2646.77
RTRN005875,ORDR089276,,2025-10-28,Damaged product,Refunded,273.74
RTRN005876,ORDR089302,,2025-11-14,Damaged product,Rejected,35245.75
RTRN005877,ORDR089303,,2025-11-06,Size issue,Refunded,6784.77
RTRN005878,ORDR089304,,2025-11-14,Product not as described,Refunded,107555.93
RTRN005879,ORDR089311,,2025-11-05,Wrong product,Rejected,18438.07
RTRN005880,ORDR089313,,2025-11-04,Product not as described,Rejected,280.33
RTRN005881,ORDR089318,,2025-11-06,Damaged product,Refunded,3448.32
RTRN005882,ORDR089319,,2025-11-10,Wrong product,Refunded,24756.41
RTRN005883,ORDR089340,,2025-11-03,Wrong product,Rejected,838.99
RTRN005884,ORDR089352,,2025-11-03,Customer changed mind,Refunded,4163.96
RTRN005885,ORDR089377,,2025-11-14,Quality issue,Refunded,277.9
RTRN005886,ORDR089388,,2025-11-08,Size issue,Refunded,5239.04
RTRN005887,ORDR089391,,2025-11-11,Wrong product,Refunded,2629.23
RTRN005888,ORDR089408,,2025-11-05,Product not as described,Refunded,2102.9
RTRN005889,ORDR089432,,2025-11-06,Wrong product,Refunded,819.73
RTRN005890,ORDR089433,,2025-11-03,Size issue,Refunded,1777.68
RTRN005891,ORDR089441,,2025-11-09,Damaged product,Rejected,534.37
RTRN005892,ORDR089476,,2025-10-31,Quality issue,Refunded,403.48
RTRN005893,ORDR089497,,2025-11-22,Customer changed mind,Refunded,7223.43
RTRN005894,ORDR089506,,2025-11-07,Wrong product,Refunded,1562.58
RTRN005895,ORDR089519,,2025-10-31,Product not as described,Refunded,14622.4
RTRN005896,ORDR089521,,2025-11-04,Wrong product,Refunded,12735.24
RTRN005897,ORDR089533,,2025-10-29,Product not as described,Rejected,37816.77
RTRN005898,ORDR089536,,2025-11-07,Damaged product,Refunded,315.24
RTRN005899,ORDR089550,,2025-11-05,Product not as described,Refunded,9304.03
RTRN005900,ORDR089567,,2025-11-07,Quality issue,Refunded,1537.04
RTRN005901,ORDR089595,,2025-10-31,Customer changed mind,Refunded,1046.89
RTRN005902,ORDR089635,,2025-11-06,Damaged product,Refunded,95849.3
RTRN005903,ORDR089636,,2025-11-10,Damaged product,Refunded,2148.02
RTRN005904,ORDR089645,,2025-10-29,Customer changed mind,Refunded,324.89
RTRN005905,ORDR089656,,2025-11-15,Customer changed mind,Refunded,2873.01
RTRN005906,ORDR089665,,2025-11-06,Wrong product,Refunded,1831.55
RTRN005907,ORDR089711,,2025-11-07,Quality issue,Rejected,3650.81
RTRN005908,ORDR089727,,2025-11-10,Quality issue,Refunded,18592.07
RTRN005909,ORDR089740,,2025-11-04,Customer changed mind,Rejected,10185.42
RTRN005910,ORDR089758,,2025-11-08,Damaged product,Refunded,31334.59
RTRN005911,ORDR089767,,2025-11-15,Size issue,Refunded,1198.12
RTRN005912,ORDR089784,,2025-10-31,Damaged product,Refunded,26555.84
RTRN005913,ORDR089793,,2025-11-10,Product not as described,Rejected,1281.84
RTRN005914,ORDR089810,,2025-11-14,Product not as described,Refunded,3418.85
RTRN005915,ORDR089874,,2025-11-05,Customer changed mind,Rejected,39589.43
RTRN005916,ORDR089886,,2025-11-02,Customer changed mind,Refunded,20473.9
RTRN005917,ORDR089901,,2025-11-13,Customer changed mind,Refunded,13568.51
RTRN005918,ORDR089939,,2025-11-18,Damaged product,Refunded,565.86
RTRN005919,ORDR089942,,2025-11-10,Wrong product,Refunded,3414.52
RTRN005920,ORDR089961,,2025-11-12,Customer changed mind,Refunded,2197.06
RTRN005921,ORDR089962,,2025-11-08,Damaged product,Refunded,337.85
RTRN005922,ORDR089974,,2025-11-12,Quality issue,Refunded,49886.56
RTRN005923,ORDR089983,,2025-11-02,Customer changed mind,Refunded,556.98
RTRN005924,ORDR089989,,2025-11-04,Product not as described,Refunded,2027.91
RTRN005925,ORDR090002,,2025-11-04,Damaged product,Rejected,1713.69
RTRN005926,ORDR090023,,2025-11-04,Product not as described,Refunded,26145.18
RTRN005927,ORDR090068,,2025-11-03,Quality issue,Rejected,10601.72
RTRN005928,ORDR090096,,2025-11-09,Quality issue,Refunded,359.93
RTRN005929,ORDR090098,,2025-11-06,Customer changed mind,Rejected,3298.35
RTRN005930,ORDR090141,,2025-11-16,Wrong product,Rejected,920.31
RTRN005931,ORDR090142,,2025-11-06,Late delivery,Refunded,1898.71
RTRN005932,ORDR090147,,2025-11-17,Size issue,Refunded,14594.91
RTRN005933,ORDR090155,,2025-11-16,Damaged product,Refunded,453.37
RTRN005934,ORDR090175,,2025-11-04,Late delivery,Refunded,42.22
RTRN005935,ORDR090189,,2025-11-13,Quality issue,Refunded,313.91
RTRN005936,ORDR090195,,2025-11-06,Customer changed mind,Rejected,1691.71
RTRN005937,ORDR090228,,2025-11-14,Damaged product,Rejected,25888.68
RTRN005938,ORDR090229,,2025-11-03,Quality issue,Refunded,106723.61
RTRN005939,ORDR090237,,2025-11-05,Product not as described,Refunded,3733.4
RTRN005940,ORDR090249,,2025-11-11,Product not as described,Rejected,6308.38
RTRN005941,ORDR090285,,2025-11-15,Quality issue,Rejected,12139.12
RTRN005942,ORDR090293,,2025-11-15,Damaged product,Refunded,15471.99
RTRN005943,ORDR090296,,2025-11-05,Damaged product,Refunded,536.47
RTRN005944,ORDR090310,,2025-11-10,Wrong product,Refunded,1041.04
RTRN005945,ORDR090331,,2025-11-13,Size issue,Rejected,2188.91
RTRN005946,ORDR090348,,2025-11-10,Product not as described,Rejected,264.15
RTRN005947,ORDR090359,,2025-11-12,Damaged product,Rejected,748.56
RTRN005948,ORDR090367,,2025-11-11,Damaged product,Refunded,11836.74
RTRN005949,ORDR090368,,2025-11-11,Damaged product,Rejected,271.68
RTRN005950,ORDR090371,,2025-11-15,Product not as described,Refunded,1036.95
RTRN005951,ORDR090376,,2025-11-07,Damaged product,Rejected,838.2
RTRN005952,ORDR090380,,2025-11-21,Wrong product,Rejected,6022.91
RTRN005953,ORDR090398,,2025-11-17,Customer changed mind,Rejected,1569.7
RTRN005954,ORDR090399,,2025-11-13,Wrong product,Rejected,8432.09
RTRN005955,ORDR090404,,2025-11-03,Size issue,Refunded,632.43
RTRN005956,ORDR090411,,2025-11-07,Customer changed mind,Refunded,224.62
RTRN005957,ORDR090442,,2025-11-11,Quality issue,Refunded,1070.64
RTRN005958,ORDR090492,,2025-11-08,Product not as described,Rejected,1087.9
RTRN005959,ORDR090502,,2025-11-14,Quality issue,Rejected,12575.57
RTRN005960,ORDR090503,,2025-11-10,Quality issue,Refunded,1451.8
RTRN005961,ORDR090508,,2025-11-03,Size issue,Rejected,262.59
RTRN005962,ORDR090534,,2025-11-04,Damaged product,Rejected,391.52
RTRN005963,ORDR090535,,2025-11-12,Customer changed mind,Rejected,8295.15
RTRN005964,ORDR090541,,2025-11-09,Damaged product,Refunded,4859.08
RTRN005965,ORDR090567,,2025-11-16,Wrong product,Refunded,763.96
RTRN005966,ORDR090569,,2025-11-07,Quality issue,Refunded,13943.5
RTRN005967,ORDR090583,,2025-11-05,Damaged product,Refunded,3199.52
RTRN005968,ORDR090585,,2025-11-17,Customer changed mind,Refunded,7828.32
RTRN005969,ORDR090594,,2025-11-05,Wrong product,Refunded,16581.23
RTRN005970,ORDR090599,,2025-11-08,Quality issue,Refunded,3017.34
RTRN005971,ORDR090606,,2025-11-10,Quality issue,Refunded,640.16
RTRN005972,ORDR090659,,2025-11-18,Customer changed mind,Rejected,1385.77
RTRN005973,ORDR090670,,2025-11-04,Quality issue,Refunded,8221.78
RTRN005974,ORDR090672,,2025-11-11,Late delivery,Refunded,54324.38
RTRN005975,ORDR090681,,2025-11-06,Damaged product,Refunded,651.54
RTRN005976,ORDR090685,,2025-11-12,Customer changed mind,Refunded,14020.56
RTRN005977,ORDR090701,,2025-11-14,Late delivery,Refunded,2100.8
RTRN005978,ORDR090716,,2025-11-04,Damaged product,Rejected,10293.43
RTRN005979,ORDR090765,,2025-11-05,Wrong product,Refunded,3399.44
RTRN005980,ORDR090789,,2025-11-09,Quality issue,Refunded,13719.78
RTRN005981,ORDR090808,,2025-11-16,Product not as described,Rejected,3520.27
RTRN005982,ORDR090811,,2025-11-15,Size issue,Rejected,9339.96
RTRN005983,ORDR090820,,2025-11-05,Product not as described,Refunded,8838.97
RTRN005984,ORDR090822,,2025-11-12,Customer changed mind,Refunded,9581.89
RTRN005985,ORDR090825,,2025-11-13,Product not as described,Refunded,218.98
RTRN005986,ORDR090832,,2025-11-15,Product not as described,Refunded,1912.66
RTRN005987,ORDR090857,,2025-11-06,Quality issue,Refunded,796.96
RTRN005988,ORDR090862,,2025-11-14,Damaged product,Refunded,18882.62
RTRN005989,ORDR090863,,2025-11-14,Damaged product,Refunded,22014.39
RTRN005990,ORDR090872,,2025-11-16,Product not as described,Rejected,7155.26
RTRN005991,ORDR090875,,2025-11-05,Wrong product,Refunded,18571.36
RTRN005992,ORDR090884,,2025-11-13,Damaged product,Rejected,41774.53
RTRN005993,ORDR090888,,2025-11-15,Product not as described,Rejected,1530.02
RTRN005994,ORDR090890,,2025-11-11,Customer changed mind,Rejected,527.26
RTRN005995,ORDR090891,,2025-11-09,Wrong product,Refunded,5750.59
RTRN005996,ORDR090892,,2025-11-13,Wrong product,Refunded,493.46
RTRN005997,ORDR090895,,2025-11-10,Quality issue,Rejected,4594.73
RTRN005998,ORDR090928,,2025-11-18,Wrong product,Refunded,483.74
RTRN005999,ORDR090945,,2025-11-12,Damaged product,Rejected,29502.51
RTRN006000,ORDR090951,,2025-11-13,Product not as described,Refunded,18018.33
RTRN006001,ORDR090954,,2025-11-06,Damaged product,Refunded,20617.36
RTRN006002,ORDR090994,,2025-11-17,Customer changed mind,Refunded,708.12
RTRN006003,ORDR091010,,2025-11-05,Size issue,Refunded,879.29
RTRN006004,ORDR091014,,2025-11-11,Quality issue,Refunded,35651.59
RTRN006005,ORDR091055,,2025-11-15,Wrong product,Refunded,1004.13
RTRN006006,ORDR091061,,2025-11-16,Size issue,Refunded,4065.69
RTRN006007,ORDR091069,,2025-11-11,Wrong product,Refunded,5365.78
RTRN006008,ORDR091070,,2025-11-14,Quality issue,Refunded,1292.12
RTRN006009,ORDR091081,,2025-11-11,Quality issue,Rejected,7613.19
RTRN006010,ORDR091102,,2025-11-18,Product not as described,Refunded,384.82
RTRN006011,ORDR091113,,2025-11-14,Quality issue,Refunded,804.42
RTRN006012,ORDR091118,,2025-11-09,Wrong product,Refunded,24751.31
RTRN006013,ORDR091150,,2025-11-15,Wrong product,Rejected,2167.23
RTRN006014,ORDR091157,,2025-11-17,Size issue,Rejected,426.06
RTRN006015,ORDR091164,,2025-11-25,Damaged product,Refunded,625.95
RTRN006016,ORDR091187,,2025-11-06,Damaged product,Refunded,439.82
RTRN006017,ORDR091191,,2025-11-10,Customer changed mind,Refunded,16112.58
RTRN006018,ORDR091205,,2025-11-10,Quality issue,Refunded,16438.17
RTRN006019,ORDR091208,,2025-11-16,Damaged product,Refunded,63955.6
RTRN006020,ORDR091209,,2025-11-23,Size issue,Refunded,830.91
RTRN006021,ORDR091232,,2025-11-22,Customer changed mind,Refunded,13170.84
RTRN006022,ORDR091237,,2025-11-09,Size issue,Refunded,1716.09
RTRN006023,ORDR091246,,2025-11-18,Customer changed mind,Refunded,4501.36
RTRN006024,ORDR091252,,2025-11-23,Damaged product,Refunded,13546.29
RTRN006025,ORDR091260,,2025-11-07,Customer changed mind,Refunded,10042.6
RTRN006026,ORDR091276,,2025-11-12,Quality issue,Refunded,1269.94
RTRN006027,ORDR091280,,2025-11-09,Size issue,Rejected,2398.63
RTRN006028,ORDR091285,,2025-11-12,Customer changed mind,Refunded,1064.08
RTRN006029,ORDR091309,,2025-11-15,Customer changed mind,Refunded,1134.66
RTRN006030,ORDR091321,,2025-11-04,Size issue,Refunded,4149.95
RTRN006031,ORDR091324,,2025-11-22,Customer changed mind,Refunded,63232.53
RTRN006032,ORDR091327,,2025-11-11,Customer changed mind,Refunded,543.27
RTRN006033,ORDR091346,,2025-11-11,Product not as described,Refunded,339.98
RTRN006034,ORDR091363,,2025-11-05,Wrong product,Refunded,5692.31
RTRN006035,ORDR091367,,2025-11-13,Late delivery,Refunded,2000.12
RTRN006036,ORDR091390,,2025-11-17,Wrong product,Refunded,18180.44
RTRN006037,ORDR091393,,2025-11-10,Customer changed mind,Refunded,121.8
RTRN006038,ORDR091402,,2025-11-19,Damaged product,Rejected,47.18
RTRN006039,ORDR091423,,2025-11-13,Damaged product,Refunded,2329.33
RTRN006040,ORDR091431,,2025-11-10,Damaged product,Refunded,55142.23
RTRN006041,ORDR091437,,2025-11-16,Customer changed mind,Rejected,16942.28
RTRN006042,ORDR091460,,2025-11-11,Size issue,Refunded,7765.9
RTRN006043,ORDR091467,,2025-11-10,Product not as described,Rejected,6297.62
RTRN006044,ORDR091490,,2025-11-18,Size issue,Refunded,4188.94
RTRN006045,ORDR091505,,2025-11-15,Damaged product,Refunded,50642.49
RTRN006046,ORDR091517,,2025-11-10,Damaged product,Refunded,2737.57
RTRN006047,ORDR091520,,2025-11-14,Damaged product,Refunded,4135.05
RTRN006048,ORDR091528,,2025-11-23,Wrong product,Refunded,6461.09
RTRN006049,ORDR091548,,2025-11-13,Late delivery,Rejected,2376.88
RTRN006050,ORDR091557,,2025-11-12,Size issue,Refunded,1658.74
RTRN006051,ORDR091594,,2025-11-08,Product not as described,Refunded,1945.92
RTRN006052,ORDR091605,,2025-11-09,Damaged product,Rejected,8034.79
RTRN006053,ORDR091610,,2025-11-09,Customer changed mind,Refunded,1034.04
RTRN006054,ORDR091611,,2025-11-12,Size issue,Rejected,5814.22
RTRN006055,ORDR091621,,2025-11-13,Product not as described,Refunded,2316.14
RTRN006056,ORDR091634,,2025-11-15,Damaged product,Refunded,285.0
RTRN006057,ORDR091680,,2025-11-09,Product not as described,Refunded,28261.88
RTRN006058,ORDR091687,,2025-11-16,Damaged product,Refunded,2989.83
RTRN006059,ORDR091709,,2025-11-22,Quality issue,Refunded,811.98
RTRN006060,ORDR091710,,2025-11-06,Wrong product,Refunded,433.89
RTRN006061,ORDR091711,,2025-11-16,Wrong product,Refunded,4349.45
RTRN006062,ORDR091712,,2025-11-07,Quality issue,Refunded,3741.12
RTRN006063,ORDR091786,,2025-11-10,Damaged product,Refunded,18927.92
RTRN006064,ORDR091799,,2025-11-26,Product not as described,Refunded,287.51
RTRN006065,ORDR091804,,2025-11-21,Quality issue,Refunded,553.03
RTRN006066,ORDR091811,,2025-11-17,Wrong product,Refunded,17810.26
