payment_id,order_id,payment_method,payment_status,payment_amount,payment_date
PYMT099992,ORDR099992,UPI,Success,1312.35,2025-12-13
PYMT099993,ORDR099993,COD,Success,12013.51,2025-12-20
PYMT099994,ORDR099994,UPI,Success,25056.67,2025-12-13
PYMT099995,ORDR099995,Credit Card,Success,4717.99,2025-12-13
PYMT099996,ORDR099996,UPI,Success,9826.05,2025-12-13
PYMT099997,ORDR099997,Net Banking,Success,501.94,2025-12-13
PYMT099998,ORDR099998,COD,Pending,3145.83,
PYMT099999,ORDR099999,Credit Card,Failed,0.0,
PYMT100000,ORDR100000,UPI,Success,952.48,2025-12-13
PYMT100001,ORDR100001,Net Banking,Success,7350.5,2025-12-13
PYMT100002,ORDR100002,Credit Card,Refunded,4789.39,2025-12-13
PYMT100003,ORDR100003,Debit Card,Success,26424.03,2025-12-13
PYMT100004,ORDR100004,UPI,Success,42338.99,2025-12-13
PYMT100005,ORDR100005,Net Banking,Success,13907.46,2025-12-13
PYMT100006,ORDR100006,UPI,Success,11464.02,2025-12-13
PYMT100007,ORDR100007,Net Banking,Pending,32760.76,
PYMT100008,ORDR100008,UPI,Success,6896.96,2025-12-13
PYMT100009,ORDR100009,COD,Success,3286.83,2025-12-18
PYMT100010,ORDR100010,Debit Card,Success,15456.38,2025-12-14
PYMT100011,ORDR100011,Net Banking,Success,21072.88,2025-12-14
PYMT100012,ORDR100012,UPI,Success,8255.78,2025-12-14
PYMT100013,ORDR100013,Debit Card,Success,4122.98,2025-12-14
PYMT100014,ORDR100014,Debit Card,Success,538.49,2025-12-14
PYMT100015,ORDR100015,COD,Success,3712.65,2025-12-21
PYMT100016,ORDR100016,UPI,Success,887.08,2025-12-14
PYMT100017,ORDR100017,UPI,Refunded,510.21,2025-12-14
PYMT100018,ORDR100018,Credit Card,Success,1013.55,2025-12-14
PYMT100019,ORDR100019,UPI,Success,5672.55,2025-12-14
PYMT100020,ORDR100020,Credit Card,Success,1286.43,2025-12-14
PYMT100021,ORDR100021,Credit Card,Success,2850.64,2025-12-14
PYMT100022,ORDR100022,COD,Success,14231.29,2025-12-18
PYMT100023,ORDR100023,Credit Card,Success,58646.25,2025-12-14
PYMT100024,ORDR100024,Credit Card,Success,391.03,2025-12-14
PYMT100025,ORDR100025,UPI,Success,1595.56,2025-12-14
PYMT100026,ORDR100026,Debit Card,Success,30346.27,2025-12-14
PYMT100027,ORDR100027,Credit Card,Success,428.34,2025-12-14
PYMT100028,ORDR100028,Credit Card,Success,1424.28,2025-12-14
PYMT100029,ORDR100029,COD,Success,3397.72,2025-12-21
PYMT100030,ORDR100030,Credit Card,Success,776.64,2025-12-14
PYMT100031,ORDR100031,UPI,Success,18709.88,2025-12-14
PYMT100032,ORDR100032,COD,Success,1876.03,2025-12-17
PYMT100033,ORDR100033,UPI,Success,13695.88,2025-12-14
PYMT100034,ORDR100034,Credit Card,Success,4176.54,2025-12-14
PYMT100035,ORDR100035,COD,Success,473.08,2025-12-18
PYMT100036,ORDR100036,COD,Success,1023.22,2025-12-18
PYMT100037,ORDR100037,Credit Card,Success,11741.89,2025-12-14
PYMT100038,ORDR100038,Wallet,Success,14853.56,2025-12-14
PYMT100039,ORDR100039,COD,Success,110350.02,2025-12-21
PYMT100040,ORDR100040,UPI,Success,23668.33,2025-12-14
PYMT100041,ORDR100041,Credit Card,Success,11239.65,2025-12-14
PYMT100042,ORDR100042,UPI,Success,1402.56,2025-12-14
PYMT100043,ORDR100043,COD,Success,1354.97,2025-12-20
PYMT100044,ORDR100044,COD,Success,2284.65,2025-12-19
PYMT100045,ORDR100045,UPI,Failed,0.0,
PYMT100046,ORDR100046,UPI,Success,853.88,2025-12-14
PYMT100047,ORDR100047,UPI,Success,4784.24,2025-12-14
PYMT100048,ORDR100048,Debit Card,Success,1487.47,2025-12-14
PYMT100049,ORDR100049,UPI,Failed,0.0,
PYMT100050,ORDR100050,COD,Success,1129.56,2025-12-26
PYMT100051,ORDR100051,COD,Success,29764.06,2025-12-21
PYMT100052,ORDR100052,UPI,Success,3110.9,2025-12-14
PYMT100053,ORDR100053,UPI,Success,2369.37,2025-12-14
PYMT100054,ORDR100054,Net Banking,Success,4196.11,2025-12-14
PYMT100055,ORDR100055,COD,Success,8776.6,2025-12-23
PYMT100056,ORDR100056,COD,Success,9871.48,2025-12-18
PYMT100057,ORDR100057,Credit Card,Success,253.35,2025-12-14
PYMT100058,ORDR100058,COD,Success,105383.71,2025-12-18
PYMT100059,ORDR100059,Net Banking,Success,1777.4,2025-12-14
PYMT100060,ORDR100060,UPI,Success,328.47,2025-12-14
PYMT100061,ORDR100061,COD,Success,1249.82,2025-12-20
PYMT100062,ORDR100062,Debit Card,Success,735.27,2025-12-14
PYMT100063,ORDR100063,COD,Success,30956.77,2025-12-17
PYMT100064,ORDR100064,Debit Card,Success,3714.66,2025-12-14
PYMT100065,ORDR100065,UPI,Success,1014.68,2025-12-14
PYMT100066,ORDR100066,UPI,Success,3486.75,2025-12-14
PYMT100067,ORDR100067,Debit Card,Refunded,3635.13,2025-12-14
PYMT100068,ORDR100068,COD,Success,1642.17,2025-12-20
PYMT100069,ORDR100069,UPI,Success,510.26,2025-12-14
PYMT100070,ORDR100070,UPI,Success,25787.84,2025-12-14
PYMT100071,ORDR100071,COD,Success,473.79,2025-12-22
PYMT100072,ORDR100072,UPI,Success,1992.02,2025-12-14
PYMT100073,ORDR100073,Debit Card,Success,2359.92,2025-12-14
PYMT100074,ORDR100074,Net Banking,Success,8958.29,2025-12-14
PYMT100075,ORDR100075,COD,Failed,0.0,
PYMT100076,ORDR100076,UPI,Refunded,2573.76,2025-12-14
PYMT100077,ORDR100077,Credit Card,Success,1015.76,2025-12-14
PYMT100078,ORDR100078,Net Banking,Success,382.51,2025-12-14
PYMT100079,ORDR100079,Wallet,Success,769.69,2025-12-14
PYMT100080,ORDR100080,COD,Success,2872.15,2025-12-20
PYMT100081,ORDR100081,COD,Success,894.17,2025-12-21
PYMT100082,ORDR100082,Debit Card,Success,5064.81,2025-12-14
PYMT100083,ORDR100083,UPI,Success,36541.77,2025-12-14
PYMT100084,ORDR100084,Debit Card,Success,349.55,2025-12-14
PYMT100085,ORDR100085,UPI,Success,1897.28,2025-12-14
PYMT100086,ORDR100086,UPI,Success,19158.36,2025-12-14
PYMT100087,ORDR100087,UPI,Success,4981.89,2025-12-14
PYMT100088,ORDR100088,Credit Card,Success,1423.52,2025-12-14
PYMT100089,ORDR100089,COD,Success,8119.56,2025-12-17
PYMT100090,ORDR100090,Credit Card,Success,131.13,2025-12-14
PYMT100091,ORDR100091,UPI,Success,4614.17,2025-12-14
PYMT100092,ORDR100092,UPI,Success,13436.44,2025-12-14
PYMT100093,ORDR100093,Credit Card,Pending,193.81,
PYMT100094,ORDR100094,Debit Card,Success,25220.33,2025-12-14
PYMT100095,ORDR100095,Credit Card,Success,1665.39,2025-12-14
PYMT100096,ORDR100096,COD,Success,7960.26,2025-12-20
PYMT100097,ORDR100097,Debit Card,Success,23616.6,2025-12-14
PYMT100098,ORDR100098,Net Banking,Success,1125.81,2025-12-14
PYMT100099,ORDR100099,Debit Card,Success,12539.05,2025-12-14
PYMT100100,ORDR100100,Credit Card,Success,148976.37,2025-12-14
PYMT100101,ORDR100101,UPI,Failed,0.0,
PYMT100102,ORDR100102,UPI,Success,1593.16,2025-12-14
PYMT100103,ORDR100103,Credit Card,Success,49022.52,2025-12-14
PYMT100104,ORDR100104,COD,Success,32039.1,2025-12-26
PYMT100105,ORDR100105,COD,Success,889.28,2025-12-20
PYMT100106,ORDR100106,Net Banking,Success,802.83,2025-12-14
PYMT100107,ORDR100107,COD,Success,12568.19,2025-12-22
PYMT100108,ORDR100108,Credit Card,Refunded,9220.07,2025-12-14
PYMT100109,ORDR100109,UPI,Success,558.09,2025-12-14
PYMT100110,ORDR100110,UPI,Success,15487.33,2025-12-14
PYMT100111,ORDR100111,UPI,Success,29543.27,2025-12-14
PYMT100112,ORDR100112,UPI,Success,635.0,2025-12-14
PYMT100113,ORDR100113,Net Banking,Success,4346.6,2025-12-14
PYMT100114,ORDR100114,Debit Card,Success,1103.8,2025-12-14
PYMT100115,ORDR100115,COD,Success,5371.37,2025-12-20
PYMT100116,ORDR100116,COD,Success,18109.48,2025-12-18
PYMT100117,ORDR100117,UPI,Success,22943.78,2025-12-14
PYMT100118,ORDR100118,COD,Success,4196.9,2025-12-20
PYMT100119,ORDR100119,Net Banking,Success,1739.76,2025-12-14
PYMT100120,ORDR100120,COD,Success,1289.81,2025-12-16
PYMT100121,ORDR100121,Net Banking,Success,209.57,2025-12-14
PYMT100122,ORDR100122,Credit Card,Success,6795.13,2025-12-14
PYMT100123,ORDR100123,UPI,Success,11542.73,2025-12-14
PYMT100124,ORDR100124,UPI,Success,16656.72,2025-12-14
PYMT100125,ORDR100125,UPI,Success,758.89,2025-12-14
PYMT100126,ORDR100126,Net Banking,Success,1468.03,2025-12-14
PYMT100127,ORDR100127,COD,Success,9712.72,2025-12-19
PYMT100128,ORDR100128,UPI,Success,10366.15,2025-12-14
PYMT100129,ORDR100129,COD,Success,348.04,2025-12-21
PYMT100130,ORDR100130,Debit Card,Success,1303.44,2025-12-14
PYMT100131,ORDR100131,UPI,Failed,0.0,
PYMT100132,ORDR100132,Net Banking,Pending,3738.56,
PYMT100133,ORDR100133,COD,Failed,0.0,
PYMT100134,ORDR100134,UPI,Success,58273.74,2025-12-14
PYMT100135,ORDR100135,UPI,Success,420.81,2025-12-14
PYMT100136,ORDR100136,UPI,Success,1323.84,2025-12-14
PYMT100137,ORDR100137,Debit Card,Success,49194.74,2025-12-14
PYMT100138,ORDR100138,UPI,Success,488.86,2025-12-14
PYMT100139,ORDR100139,UPI,Success,2405.96,2025-12-14
PYMT100140,ORDR100140,COD,Success,330.82,2025-12-17
PYMT100141,ORDR100141,Credit Card,Success,3983.46,2025-12-14
PYMT100142,ORDR100142,Debit Card,Success,3365.65,2025-12-14
PYMT100143,ORDR100143,UPI,Success,2298.55,2025-12-14
PYMT100144,ORDR100144,COD,Success,54656.84,2025-12-17
PYMT100145,ORDR100145,Net Banking,Success,198.84,2025-12-14
PYMT100146,ORDR100146,UPI,Success,3965.46,2025-12-14
PYMT100147,ORDR100147,UPI,Success,788.98,2025-12-14
PYMT100148,ORDR100148,Wallet,Success,4164.51,2025-12-14
PYMT100149,ORDR100149,Credit Card,Success,1135.02,2025-12-14
PYMT100150,ORDR100150,Credit Card,Success,2806.13,2025-12-14
PYMT100151,ORDR100151,UPI,Success,653.49,2025-12-14
PYMT100152,ORDR100152,UPI,Success,2209.7,2025-12-14
PYMT100153,ORDR100153,Debit Card,Success,8126.27,2025-12-14
PYMT100154,ORDR100154,UPI,Success,318.07,2025-12-14
PYMT100155,ORDR100155,UPI,Success,13474.3,2025-12-14
PYMT100156,ORDR100156,COD,Success,5060.06,2025-12-20
PYMT100157,ORDR100157,UPI,Success,3774.66,2025-12-14
PYMT100158,ORDR100158,UPI,Success,1759.83,2025-12-14
PYMT100159,ORDR100159,Credit Card,Success,9250.41,2025-12-14
PYMT100160,ORDR100160,COD,Pending,3008.2,
PYMT100161,ORDR100161,UPI,Success,249.19,2025-12-14
PYMT100162,ORDR100162,Net Banking,Success,19812.19,2025-12-14
PYMT100163,ORDR100163,UPI,Success,15791.73,2025-12-14
PYMT100164,ORDR100164,Credit Card,Success,14283.79,2025-12-14
PYMT100165,ORDR100165,UPI,Success,4255.52,2025-12-14
PYMT100166,ORDR100166,UPI,Success,641.9,2025-12-14
PYMT100167,ORDR100167,COD,Success,1057.07,2025-12-16
PYMT100168,ORDR100168,UPI,Success,8813.48,2025-12-14
PYMT100169,ORDR100169,Wallet,Success,9121.54,2025-12-14
PYMT100170,ORDR100170,UPI,Success,4264.54,2025-12-14
PYMT100171,ORDR100171,Wallet,Success,4572.69,2025-12-14
PYMT100172,ORDR100172,UPI,Success,65066.74,2025-12-14
PYMT100173,ORDR100173,UPI,Success,2471.95,2025-12-14
PYMT100174,ORDR100174,Credit Card,Success,993.52,2025-12-14
PYMT100175,ORDR100175,UPI,Success,2056.47,2025-12-14
PYMT100176,ORDR100176,Wallet,Success,510.03,2025-12-14
PYMT100177,ORDR100177,Credit Card,Success,431.25,2025-12-14
PYMT100178,ORDR100178,COD,Success,1975.12,2025-12-16
PYMT100179,ORDR100179,UPI,Success,952.6,2025-12-14
PYMT100180,ORDR100180,UPI,Success,20878.87,2025-12-14
PYMT100181,ORDR100181,UPI,Success,360.5,2025-12-14
PYMT100182,ORDR100182,UPI,Success,7569.27,2025-12-14
PYMT100183,ORDR100183,COD,Success,24604.38,2025-12-24
PYMT100184,ORDR100184,COD,Success,98946.71,2025-12-17
PYMT100185,ORDR100185,UPI,Success,5057.45,2025-12-14
PYMT100186,ORDR100186,UPI,Success,20230.04,2025-12-14
PYMT100187,ORDR100187,Credit Card,Success,4703.93,2025-12-14
PYMT100188,ORDR100188,Debit Card,Success,16910.4,2025-12-14
PYMT100189,ORDR100189,COD,Success,37653.29,2025-12-20
PYMT100190,ORDR100190,UPI,Success,781.42,2025-12-14
PYMT100191,ORDR100191,UPI,Success,482.69,2025-12-15
PYMT100192,ORDR100192,COD,Success,2524.45,2025-12-19
PYMT100193,ORDR100193,COD,Success,7404.94,2025-12-21
PYMT100194,ORDR100194,Credit Card,Success,1144.17,2025-12-15
PYMT100195,ORDR100195,COD,Success,3687.65,2025-12-21
PYMT100196,ORDR100196,Wallet,Success,21202.35,2025-12-15
PYMT100197,ORDR100197,UPI,Success,3224.44,2025-12-15
PYMT100198,ORDR100198,COD,Success,837.88,2025-12-24
PYMT100199,ORDR100199,UPI,Success,401.97,2025-12-15
PYMT100200,ORDR100200,Net Banking,Success,1090.6,2025-12-15
PYMT100201,ORDR100201,Credit Card,Failed,0.0,
PYMT100202,ORDR100202,Debit Card,Success,533.55,2025-12-15
PYMT100203,ORDR100203,UPI,Success,4754.14,2025-12-15
PYMT100204,ORDR100204,UPI,Success,53158.32,2025-12-15
PYMT100205,ORDR100205,Credit Card,Success,48638.57,2025-12-15
PYMT100206,ORDR100206,UPI,Success,149.98,2025-12-15
PYMT100207,ORDR100207,COD,Success,435.49,2025-12-24
PYMT100208,ORDR100208,UPI,Success,382.49,2025-12-15
PYMT100209,ORDR100209,Credit Card,Pending,16951.78,
PYMT100210,ORDR100210,UPI,Success,5355.62,2025-12-15
PYMT100211,ORDR100211,Wallet,Refunded,34420.53,2025-12-15
PYMT100212,ORDR100212,COD,Success,2985.73,2025-12-19
PYMT100213,ORDR100213,Net Banking,Success,1364.82,2025-12-15
PYMT100214,ORDR100214,Wallet,Success,332.43,2025-12-15
PYMT100215,ORDR100215,Credit Card,Failed,0.0,
PYMT100216,ORDR100216,UPI,Success,1984.54,2025-12-15
PYMT100217,ORDR100217,COD,Failed,0.0,
PYMT100218,ORDR100218,COD,Success,13210.52,2025-12-25
PYMT100219,ORDR100219,Credit Card,Success,426.66,2025-12-15
PYMT100220,ORDR100220,UPI,Success,13239.46,2025-12-15
PYMT100221,ORDR100221,Credit Card,Success,3929.3,2025-12-15
PYMT100222,ORDR100222,Credit Card,Success,949.19,2025-12-15
PYMT100223,ORDR100223,UPI,Success,28001.92,2025-12-15
PYMT100224,ORDR100224,UPI,Success,2751.03,2025-12-15
PYMT100225,ORDR100225,UPI,Success,11565.13,2025-12-15
PYMT100226,ORDR100226,Credit Card,Success,7104.33,2025-12-15
PYMT100227,ORDR100227,UPI,Success,2623.71,2025-12-15
PYMT100228,ORDR100228,UPI,Success,14044.11,2025-12-15
PYMT100229,ORDR100229,UPI,Success,279.94,2025-12-15
PYMT100230,ORDR100230,UPI,Success,5743.68,2025-12-15
PYMT100231,ORDR100231,UPI,Success,6230.81,2025-12-15
PYMT100232,ORDR100232,COD,Success,53987.02,2025-12-18
PYMT100233,ORDR100233,UPI,Success,3444.65,2025-12-15
PYMT100234,ORDR100234,Debit Card,Success,411.24,2025-12-15
PYMT100235,ORDR100235,Wallet,Success,187.06,2025-12-15
PYMT100236,ORDR100236,Credit Card,Success,545.4,2025-12-15
PYMT100237,ORDR100237,UPI,Success,2043.36,2025-12-15
PYMT100238,ORDR100238,COD,Success,15989.43,2025-12-22
PYMT100239,ORDR100239,COD,Success,7197.38,2025-12-20
PYMT100240,ORDR100240,COD,Success,4445.02,2025-12-23
PYMT100241,ORDR100241,COD,Failed,0.0,
PYMT100242,ORDR100242,UPI,Success,2086.5,2025-12-15
PYMT100243,ORDR100243,UPI,Refunded,4367.67,2025-12-15
PYMT100244,ORDR100244,UPI,Success,7785.03,2025-12-15
PYMT100245,ORDR100245,UPI,Success,10865.33,2025-12-15
PYMT100246,ORDR100246,Net Banking,Success,353.83,2025-12-15
PYMT100247,ORDR100247,UPI,Success,113292.1,2025-12-15
PYMT100248,ORDR100248,COD,Success,5396.58,2025-12-22
PYMT100249,ORDR100249,COD,Failed,0.0,
PYMT100250,ORDR100250,UPI,Pending,4073.75,
PYMT100251,ORDR100251,Credit Card,Success,1522.07,2025-12-15
PYMT100252,ORDR100252,UPI,Success,12669.2,2025-12-15
PYMT100253,ORDR100253,UPI,Success,148856.01,2025-12-15
PYMT100254,ORDR100254,UPI,Success,6434.89,2025-12-15
PYMT100255,ORDR100255,Debit Card,Success,2258.22,2025-12-15
PYMT100256,ORDR100256,Credit Card,Success,17679.94,2025-12-15
PYMT100257,ORDR100257,UPI,Success,8667.34,2025-12-15
PYMT100258,ORDR100258,Credit Card,Success,7220.25,2025-12-15
PYMT100259,ORDR100259,UPI,Failed,0.0,
PYMT100260,ORDR100260,COD,Success,2955.44,2025-12-21
PYMT100261,ORDR100261,UPI,Success,17025.98,2025-12-15
PYMT100262,ORDR100262,Net Banking,Success,463.14,2025-12-15
PYMT100263,ORDR100263,Credit Card,Success,1737.78,2025-12-15
PYMT100264,ORDR100264,COD,Success,11483.33,2025-12-20
PYMT100265,ORDR100265,Credit Card,Success,1106.01,2025-12-15
PYMT100266,ORDR100266,UPI,Success,4265.76,2025-12-15
PYMT100267,ORDR100267,Credit Card,Success,3667.91,2025-12-15
PYMT100268,ORDR100268,Credit Card,Success,14163.07,2025-12-15
PYMT100269,ORDR100269,UPI,Success,2026.28,2025-12-15
PYMT100270,ORDR100270,UPI,Refunded,59913.83,2025-12-15
PYMT100271,ORDR100271,UPI,Success,2896.33,2025-12-15
PYMT100272,ORDR100272,UPI,Success,9387.44,2025-12-15
PYMT100273,ORDR100273,UPI,Pending,2203.29,
PYMT100274,ORDR100274,UPI,Success,516.94,2025-12-15
PYMT100275,ORDR100275,UPI,Success,3964.61,2025-12-15
PYMT100276,ORDR100276,UPI,Refunded,870.36,2025-12-15
PYMT100277,ORDR100277,UPI,Refunded,13579.91,2025-12-15
PYMT100278,ORDR100278,UPI,Success,348.12,2025-12-15
PYMT100279,ORDR100279,UPI,Success,5392.74,2025-12-15
PYMT100280,ORDR100280,UPI,Success,19127.26,2025-12-15
PYMT100281,ORDR100281,Wallet,Success,12262.58,2025-12-15
PYMT100282,ORDR100282,Debit Card,Success,12613.77,2025-12-15
PYMT100283,ORDR100283,UPI,Success,5069.21,2025-12-15
PYMT100284,ORDR100284,COD,Success,6249.33,2025-12-18
PYMT100285,ORDR100285,UPI,Success,37710.13,2025-12-15
PYMT100286,ORDR100286,Wallet,Success,308.1,2025-12-15
PYMT100287,ORDR100287,UPI,Success,312.09,2025-12-15
PYMT100288,ORDR100288,UPI,Failed,0.0,
PYMT100289,ORDR100289,UPI,Success,47422.5,2025-12-15
PYMT100290,ORDR100290,UPI,Success,1225.38,2025-12-15
PYMT100291,ORDR100291,UPI,Success,2964.87,2025-12-15
PYMT100292,ORDR100292,UPI,Success,4393.46,2025-12-15
PYMT100293,ORDR100293,COD,Success,5365.37,2025-12-19
PYMT100294,ORDR100294,UPI,Success,19488.92,2025-12-15
PYMT100295,ORDR100295,Credit Card,Success,4162.78,2025-12-15
PYMT100296,ORDR100296,UPI,Success,525.8,2025-12-15
PYMT100297,ORDR100297,UPI,Success,3872.64,2025-12-15
PYMT100298,ORDR100298,UPI,Success,555.45,2025-12-15
PYMT100299,ORDR100299,UPI,Success,84434.38,2025-12-15
PYMT100300,ORDR100300,UPI,Success,3282.3,2025-12-15
PYMT100301,ORDR100301,Credit Card,Success,9369.11,2025-12-15
PYMT100302,ORDR100302,UPI,Success,23362.34,2025-12-15
PYMT100303,ORDR100303,UPI,Success,55.43,2025-12-15
PYMT100304,ORDR100304,UPI,Success,12041.09,2025-12-15
PYMT100305,ORDR100305,Debit Card,Success,712.72,2025-12-15
PYMT100306,ORDR100306,Debit Card,Success,5867.83,2025-12-15
PYMT100307,ORDR100307,UPI,Success,1329.79,2025-12-15
PYMT100308,ORDR100308,UPI,Success,207.3,2025-12-15
PYMT100309,ORDR100309,UPI,Success,1653.58,2025-12-15
PYMT100310,ORDR100310,Credit Card,Success,1408.06,2025-12-15
PYMT100311,ORDR100311,UPI,Success,13404.6,2025-12-15
PYMT100312,ORDR100312,Net Banking,Success,631.9,2025-12-15
PYMT100313,ORDR100313,UPI,Success,24183.15,2025-12-15
PYMT100314,ORDR100314,COD,Success,2191.26,2025-12-22
PYMT100315,ORDR100315,UPI,Success,354.55,2025-12-15
PYMT100316,ORDR100316,UPI,Success,3898.34,2025-12-15
PYMT100317,ORDR100317,Debit Card,Success,5311.04,2025-12-15
PYMT100318,ORDR100318,UPI,Success,133.92,2025-12-15
PYMT100319,ORDR100319,Credit Card,Success,4343.74,2025-12-15
PYMT100320,ORDR100320,COD,Success,1612.78,2025-12-20
PYMT100321,ORDR100321,Net Banking,Success,1848.16,2025-12-15
PYMT100322,ORDR100322,Credit Card,Success,35422.19,2025-12-15
PYMT100323,ORDR100323,COD,Failed,0.0,
PYMT100324,ORDR100324,UPI,Success,38633.34,2025-12-15
PYMT100325,ORDR100325,Credit Card,Success,1071.94,2025-12-15
PYMT100326,ORDR100326,Credit Card,Success,22164.73,2025-12-15
PYMT100327,ORDR100327,COD,Pending,5015.18,
PYMT100328,ORDR100328,UPI,Success,27508.6,2025-12-15
PYMT100329,ORDR100329,UPI,Success,6671.34,2025-12-15
PYMT100330,ORDR100330,Wallet,Success,3376.49,2025-12-15
PYMT100331,ORDR100331,UPI,Success,33613.07,2025-12-15
PYMT100332,ORDR100332,UPI,Success,4896.23,2025-12-15
PYMT100333,ORDR100333,COD,Success,26293.13,2025-12-18
PYMT100334,ORDR100334,Net Banking,Success,71495.72,2025-12-15
PYMT100335,ORDR100335,Debit Card,Success,5568.71,2025-12-15
PYMT100336,ORDR100336,UPI,Success,14677.03,2025-12-15
PYMT100337,ORDR100337,COD,Success,2193.51,2025-12-21
PYMT100338,ORDR100338,Wallet,Success,5957.63,2025-12-16
PYMT100339,ORDR100339,UPI,Success,12926.81,2025-12-16
PYMT100340,ORDR100340,UPI,Success,5119.81,2025-12-16
PYMT100341,ORDR100341,COD,Success,539.46,2025-12-19
PYMT100342,ORDR100342,COD,Success,21379.81,2025-12-21
PYMT100343,ORDR100343,UPI,Success,374.5,2025-12-16
PYMT100344,ORDR100344,Debit Card,Success,805.61,2025-12-16
PYMT100345,ORDR100345,Debit Card,Success,629.64,2025-12-16
PYMT100346,ORDR100346,Debit Card,Pending,2245.01,
PYMT100347,ORDR100347,UPI,Success,271.81,2025-12-16
PYMT100348,ORDR100348,Debit Card,Success,586.19,2025-12-16
PYMT100349,ORDR100349,UPI,Success,16075.2,2025-12-16
PYMT100350,ORDR100350,Wallet,Refunded,19222.07,2025-12-16
PYMT100351,ORDR100351,UPI,Success,4238.76,2025-12-16
PYMT100352,ORDR100352,COD,Success,48627.22,2025-12-20
PYMT100353,ORDR100353,Credit Card,Success,17752.8,2025-12-16
PYMT100354,ORDR100354,COD,Success,30686.74,2025-12-23
PYMT100355,ORDR100355,UPI,Success,3078.57,2025-12-16
PYMT100356,ORDR100356,COD,Success,2140.26,2025-12-28
PYMT100357,ORDR100357,UPI,Success,5991.89,2025-12-16
PYMT100358,ORDR100358,UPI,Failed,0.0,
PYMT100359,ORDR100359,Credit Card,Success,2220.25,2025-12-16
PYMT100360,ORDR100360,UPI,Success,100120.02,2025-12-16
PYMT100361,ORDR100361,UPI,Pending,32214.14,
PYMT100362,ORDR100362,COD,Pending,1033.65,
PYMT100363,ORDR100363,Net Banking,Success,1713.45,2025-12-16
PYMT100364,ORDR100364,COD,Success,4402.13,2025-12-21
PYMT100365,ORDR100365,COD,Pending,1548.71,
PYMT100366,ORDR100366,Wallet,Success,4584.9,2025-12-16
PYMT100367,ORDR100367,UPI,Success,15508.9,2025-12-16
PYMT100368,ORDR100368,COD,Success,198689.42,2025-12-20
PYMT100369,ORDR100369,UPI,Success,44.24,2025-12-16
PYMT100370,ORDR100370,Credit Card,Success,4579.36,2025-12-16
PYMT100371,ORDR100371,Debit Card,Success,9609.45,2025-12-16
PYMT100372,ORDR100372,UPI,Success,25529.84,2025-12-16
PYMT100373,ORDR100373,UPI,Success,2808.49,2025-12-16
PYMT100374,ORDR100374,UPI,Success,486.11,2025-12-16
PYMT100375,ORDR100375,UPI,Success,7098.42,2025-12-16
PYMT100376,ORDR100376,COD,Pending,1513.54,
PYMT100377,ORDR100377,Credit Card,Success,4413.56,2025-12-16
PYMT100378,ORDR100378,Net Banking,Success,2244.16,2025-12-16
PYMT100379,ORDR100379,UPI,Success,8991.09,2025-12-16
PYMT100380,ORDR100380,COD,Pending,78478.68,
PYMT100381,ORDR100381,Debit Card,Success,1454.93,2025-12-16
PYMT100382,ORDR100382,UPI,Success,1393.15,2025-12-16
PYMT100383,ORDR100383,Credit Card,Success,124.58,2025-12-16
PYMT100384,ORDR100384,UPI,Success,1273.99,2025-12-16
PYMT100385,ORDR100385,UPI,Success,1234.4,2025-12-16
PYMT100386,ORDR100386,COD,Success,4608.14,
PYMT100387,ORDR100387,Net Banking,Success,649.51,2025-12-16
PYMT100388,ORDR100388,UPI,Success,1694.45,2025-12-16
PYMT100389,ORDR100389,COD,Failed,0.0,
PYMT100390,ORDR100390,COD,Success,1436.23,2025-12-25
PYMT100391,ORDR100391,UPI,Success,763.99,2025-12-16
PYMT100392,ORDR100392,COD,Success,2550.48,2025-12-20
PYMT100393,ORDR100393,Debit Card,Success,11827.49,2025-12-16
PYMT100394,ORDR100394,UPI,Pending,495.14,
PYMT100395,ORDR100395,Debit Card,Success,12314.03,2025-12-16
PYMT100396,ORDR100396,COD,Pending,6409.17,
PYMT100397,ORDR100397,COD,Pending,34270.97,
PYMT100398,ORDR100398,COD,Failed,0.0,
PYMT100399,ORDR100399,UPI,Success,8071.8,2025-12-16
PYMT100400,ORDR100400,Credit Card,Success,479.53,2025-12-16
PYMT100401,ORDR100401,UPI,Success,1988.0,2025-12-16
PYMT100402,ORDR100402,UPI,Success,17990.2,2025-12-16
PYMT100403,ORDR100403,COD,Failed,0.0,
PYMT100404,ORDR100404,COD,Pending,4846.19,
PYMT100405,ORDR100405,UPI,Success,780.89,2025-12-16
PYMT100406,ORDR100406,Credit Card,Success,10393.73,2025-12-16
PYMT100407,ORDR100407,COD,Success,59943.3,2025-12-28
PYMT100408,ORDR100408,UPI,Success,23878.34,2025-12-16
PYMT100409,ORDR100409,UPI,Success,2178.96,2025-12-16
PYMT100410,ORDR100410,Net Banking,Success,15317.99,2025-12-16
PYMT100411,ORDR100411,UPI,Success,16131.71,2025-12-16
PYMT100412,ORDR100412,UPI,Success,2357.33,2025-12-16
PYMT100413,ORDR100413,COD,Success,3560.76,2025-12-21
PYMT100414,ORDR100414,UPI,Success,244.19,2025-12-16
PYMT100415,ORDR100415,UPI,Success,149.93,2025-12-16
PYMT100416,ORDR100416,Credit Card,Success,5106.74,2025-12-16
PYMT100417,ORDR100417,Debit Card,Failed,0.0,
